Idcode,aplt2010,acos2010,aper2010,aper10%,prod2010,rend2010,prec2010,valo2010,POBTOT10,Pob_rur10,Pob_rur%,P5_HLI10,P5_HL%I10,Categorie
1001,4383,0,4383,100,0,0,0,0,797010,56330,7.1,1752,0.22,0-1
1004,2296,0,2296,100,0,0,0,0,15042,10144,67.4,16,0.11,0-1
1005,200,0,200,100,0,0,0,0,99590,31515,31.6,177,0.18,0-1
1010,8363,0,8363,100,0,0,0,0,18828,13429,71.3,24,0.13,0-1
1011,310,0,310,100,0,0,0,0,35769,16146,45.1,72,0.2,0-1
10012,12,0,12,100,0,0,0,0,141043,33680,23.9,202,0.14,0-1
10027,1780,0,1780,100,0,0,0,0,5947,5947,100,3,0.05,0-1
13006,1950,0,1950,100,0,0,0,0,18879,18879,100,3128,16.57,0-1
13023,610,0,610,100,0,0,0,0,33901,12515,36.9,754,2.22,0-1
13030,1750,0,1750,100,0,0,0,0,86363,45842,53.1,31005,35.9,0-1
13041,440,0,440,100,0,0,0,0,42834,14556,34,859,2.01,0-1
13050,229,0,229,100,0,0,0,0,22217,4731,21.3,491,2.21,0-1
13054,710,0,710,100,0,0,0,0,32773,27035,82.5,7028,21.44,0-1
13063,2980,0,2980,100,0,0,0,0,80612,25147,31.2,3270,4.06,0-1
13064,1180,0,1180,100,0,0,0,0,9940,9940,100,220,2.21,0-1
13067,410,0,410,100,0,0,0,0,48025,16560,34.5,305,0.64,0-1
13076,2140,0,2140,100,0,0,0,0,103919,30056,28.9,574,0.55,0-1
15108,60,0,60,100,0,0,0,0,131567,5369,4.1,1449,1.1,0-1
15109,35,0,35,100,0,0,0,0,486998,3035,0.6,5079,1.04,0-1
20025,25,0,25,100,0,0,0,0,11105,342,3.1,556,5.01,0-1
20046,2170,0,2170,100,0,0,0,0,3313,3313,100,233,7.03,0-1
20054,450,0,450,100,0,0,0,0,409,409,100,3,0.73,0-1
20075,75,0,75,100,0,0,0,0,2671,0,0,84,3.14,0-1
20094,650,0,650,100,0,0,0,0,1898,1898,100,571,30.08,0-1
20143,150,0,150,100,0,0,0,0,8959,3551,39.6,770,8.59,0-1
20144,350,0,350,100,0,0,0,0,1110,1110,100,172,15.5,0-1
20195,240,0,240,100,0,0,0,0,1256,1256,100,1005,80.02,0-1
20250,170,0,170,100,0,0,0,0,1181,1181,100,15,1.27,0-1
20270,450,0,450,100,0,0,0,0,1399,1399,100,310,22.16,0-1
20304,450,0,450,100,0,0,0,0,851,851,100,69,8.11,0-1
20331,130,0,130,100,0,0,0,0,894,894,100,346,38.7,0-1
20395,600,0,600,100,0,0,0,0,1898,1898,100,1552,81.77,0-1
20404,500,0,500,100,0,0,0,0,766,766,100,5,0.65,0-1
20436,95,0,95,100,0,0,0,0,1113,1113,100,966,86.79,0-1
20525,293,0,293,100,0,0,0,0,11218,3969,35.4,186,1.66,0-1
21046,720,0,720,100,0,0,0,0,6992,1634,23.4,98,1.4,0-1
21154,3590,0,3590,100,0,0,0,0,71571,15749,22,308,0.43,0-1
21177,4275,0,4275,100,0,0,0,0,48268,19742,40.9,11647,24.13,0-1
21205,2500,0,2500,100,0,0,0,0,22976,5662,24.6,139,0.6,0-1
25007,2090,0,2090,100,0,0,0,0,32998,23692,71.8,806,2.44,0-1
27011,3800,0,3800,100,0,0,0,0,29511,22612,76.6,296,1,0-1
30005,112,0,112,100,0,0,0,0,5129,2490,48.5,8,0.16,0-1
30012,118,0,118,100,0,0,0,0,7487,7487,100,8,0.11,0-1
30016,410,0,410,100,0,0,0,0,25500,6408,25.1,78,0.31,0-1
30054,553,0,553,100,0,0,0,0,11683,7550,64.6,40,0.34,0-1
30084,300,0,300,100,0,0,0,0,5727,5727,100,20,0.35,0-1
30094,2550,0,2550,100,0,0,0,0,37193,19140,51.5,1050,2.82,0-1
30119,95,0,95,100,0,0,0,0,5250,591,11.3,81,1.54,0-1
30169,1900,0,1900,100,0,0,0,0,23999,14124,58.9,415,1.73,0-1
30178,400,0,400,100,0,0,0,0,13284,5684,42.8,28,0.21,0-1
30190,66.5,0,66.5,100,0,0,0,0,2177,2177,100,7,0.32,0-1
30191,280,0,280,100,0,0,0,0,29005,11357,39.2,67,0.23,0-1
30208,100,0,100,100,0,0,0,0,22907,4918,21.5,40,0.17,0-1
24006,3477,1008,2469,71,201.6,0.2,3000,604.8,9716,9716,100,36,0.37,0-1
24044,3889,1167,2722,70,228.69,0.2,3000,686.07,7902,5174,65.5,41,0.52,0-1
21020,134,134,0,0,28.68,0.21,2999.58,86.03,6426,272,4.2,663,10.32,0-1
21027,2700,2550,150,5.6,545.7,0.21,3500,1909.95,4177,4177,100,35,0.84,0-1
21156,1560,1545,15,1,330.63,0.21,3500,1157.2,274906,14241,5.2,22248,8.09,0-1
21182,329,329,0,0,70.41,0.21,2999.83,211.22,4833,126,2.6,84,1.74,0-1
21189,654,654,0,0,139.96,0.21,3099.91,433.86,19701,4359,22.1,101,0.51,0-1
24020,10760,3021,7739,71.9,696.3,0.23,3200,2228.16,91522,14194,15.5,162,0.18,0-1
1002,10547,6327,4220,40,1486,0.24,2800,4160.8,45492,32739,72,46,0.1,0-1
21060,900,900,0,0,211.86,0.24,3800,805.07,6946,1082,15.6,264,3.8,0-1
24007,6862,1990,4872,71,497.5,0.25,3100,1542.25,18485,7017,38,62,0.34,0-1
32012,2850,1310,1540,54,329.46,0.25,3000.05,988.4,8104,8104,100,1,0.01,0-1
24015,5100,2500,2600,51,675,0.27,3200,2160,21138,8390,39.7,36,0.17,0-1
32008,3800,2825,975,25.7,762.75,0.27,3030,2311.13,11915,3618,30.4,16,0.13,0-1
32016,4358,2482,1876,43,670.14,0.27,2900,1943.41,22346,11839,53,48,0.21,0-1
32024,6108,1108,5000,81.9,299.16,0.27,2994,895.69,48365,21507,44.5,104,0.22,0-1
32025,2599,200,2399,92.3,54,0.27,3000,162,12234,5899,48.2,25,0.2,0-1
32035,2572,2572,0,0,694.44,0.27,2973,2064.57,15607,15607,100,7,0.04,0-1
32036,6547,3927,2620,40,1060.29,0.27,2994,3174.51,40740,19889,48.8,34,0.08,0-1
32038,23482,11741,11741,50,3170.07,0.27,3000,9510.21,69844,61604,88.2,46,0.07,0-1
32052,3798,2298,1500,39.5,620.46,0.27,3000,1861.38,18269,11734,64.2,14,0.08,0-1
32053,3812,3362,450,11.8,907.74,0.27,3000,2723.22,12893,4107,31.9,17,0.13,0-1
32054,2292,2292,0,0,618.84,0.27,3000,1856.52,18490,13873,75,10,0.05,0-1
1006,270,270,0,0,81,0.3,2800,226.8,41862,10234,24.4,75,0.18,0-1
21209,2020,1800,220,10.9,539.28,0.3,3500,1887.48,8220,5520,67.2,1535,18.67,0-1
24025,20930,16744,4186,20,5023.2,0.3,3000,15069.6,30190,13369,44.3,22,0.07,0-1
24033,8075,6460,1615,20,1938,0.3,3000,5814,12043,12043,100,5,0.04,0-1
24049,22700,15890,6810,30,4767,0.3,3000,14301,37928,14751,38.9,63,0.17,0-1
26003,3000,3000,0,0,900,0.3,2100,1890,25848,16503,63.8,1264,4.89,0-1
21079,895,895,0,0,287.3,0.32,3026.95,869.64,5306,2597,48.9,45,0.85,0-1
21149,1650,1587,63,3.8,509.43,0.32,3499.98,1782.99,21993,4913,22.3,1313,5.97,0-1
21171,136,136,0,0,43.66,0.32,2999.73,130.97,3365,782,23.2,21,0.62,0-1
21203,1130,1130,0,0,362.73,0.32,3000,1088.19,6049,952,15.7,21,0.35,0-1
24048,605,149,456,75.4,47.58,0.32,3000,142.74,5350,1616,30.2,2,0.04,0-1
1009,4664,979,3685,79,318.99,0.33,2648.34,844.79,19668,11812,60.1,48,0.24,0-1
11034,429.6,133.8,295.8,68.9,43.91,0.33,3200.2,140.52,5120,5120,100,5,0.1,0-1
13035,2715,2715,0,0,887.57,0.33,3499.98,3106.48,11429,11429,100,81,0.71,0-1
1003,1474,305,1169,79.3,104.15,0.34,3000,312.45,54136,27480,50.8,95,0.18,0-1
10014,17596,17596,0,0,6158.6,0.35,4500,27713.7,33396,33396,100,22102,66.18,0-1
32020,8942,3130,5812,65,1095.5,0.35,3000,3286.5,57610,14546,25.2,141,0.24,0-1
32043,143,86,57,39.9,30.1,0.35,3000,90.3,1360,1360,100,1,0.07,0-1
32046,5275,2850,2425,46,997.5,0.35,2300,2294.25,7090,7090,100,16,0.23,0-1
32055,15950,4957,10993,68.9,1734.95,0.35,3000,5204.85,29395,13919,47.4,34,0.12,0-1
10024,2633,2293,340,12.9,830,0.36,3000,2490,12788,8122,63.5,13,0.1,0-1
11006,636.6,117,519.6,81.6,41.99,0.36,3199.76,134.36,5610,5610,100,7,0.12,0-1
11040,454.8,158.8,296,65.1,59.99,0.38,3200.26,191.98,18175,18175,100,2065,11.36,0-1
21103,950,950,0,0,355.78,0.38,3609.95,1284.35,6009,2095,34.9,58,0.97,0-1
21195,5130,5130,0,0,1921.19,0.38,3588.99,6895.13,24217,15263,63,7057,29.14,0-1
24047,5484.51,1558,3926.51,71.6,595.82,0.38,3200,1906.62,9779,9779,100,19,0.19,0-1
32026,11300,600,10700,94.7,234,0.39,2500,585,17813,17813,100,11,0.06,0-1
32049,10500,7318,3182,30.3,2854,0.39,3000,8562,33323,20404,61.2,718,2.15,0-1
1007,3510,1946,1564,44.6,789.04,0.4,3004.94,2371.02,49156,14062,28.6,96,0.2,0-1
10031,936,136,800,85.5,54.4,0.4,3700,201.28,7003,2942,42,1,0.01,0-1
20066,1500,650,850,56.7,260,0.4,4995,1298.7,5353,2180,40.7,88,1.64,0-1
20119,280,200,80,28.6,80,0.4,3360,268.8,399,399,100,313,78.45,0-1
20130,550,150,400,72.7,60,0.4,4987,299.22,5098,1958,38.4,2399,47.06,0-1
20141,670,170,500,74.6,68,0.4,4990,339.32,7232,2508,34.7,1058,14.63,0-1
20265,1325,775,550,41.5,310,0.4,4985,1545.35,6608,6608,100,1843,27.89,0-1
20505,300,100,200,66.7,40,0.4,4992,199.68,7554,1659,22,410,5.43,0-1
32006,1451,351,1100,75.8,140,0.4,3000,420,8239,2073,25.2,10,0.12,0-1
32015,1750,1050,700,40,420,0.4,3000,1260,1609,1609,100,1,0.06,0-1
32010,7448,4328,3120,41.9,1831,0.42,3000,5493,213139,66972,31.4,1142,0.54,0-1
13084,1612,1062,550,34.1,454.54,0.43,3499.97,1590.88,38516,25273,65.6,3323,8.63,0-1
14035,3837,767.4,3069.6,80,328.45,0.43,2049.98,673.32,51396,19523,38,84,0.16,0-1
14091,7102,1420.4,5681.6,80,617.05,0.43,2049.99,1264.95,40105,13779,34.4,117,0.29,0-1
21010,4625,4560,65,1.4,1959.49,0.43,3594.99,7044.35,60621,32590,53.8,26693,44.03,0-1
21035,2336,2336,0,0,999.81,0.43,3499.99,3499.33,19639,9240,47,6366,32.42,0-1
21052,120,120,0,0,51.36,0.43,3000,154.08,1227,1227,100,829,67.56,0-1
21098,1860,1860,0,0,796.08,0.43,3000,2388.24,6218,6218,100,394,6.34,0-1
21120,178,178,0,0,76.18,0.43,3590.19,273.5,5110,5110,100,1457,28.51,0-1
21131,220,220,0,0,94.16,0.43,3000,282.48,872,872,100,2,0.23,0-1
21146,135,135,0,0,57.78,0.43,3000,173.34,874,874,100,516,59.04,0-1
11043,2160.8,178.4,1982.4,91.7,79.09,0.44,3200.18,253.1,19820,17256,87.1,39,0.2,0-1
14064,7718,449.58,7268.42,94.2,197.23,0.44,2100.03,414.19,30097,13432,44.6,31,0.1,0-1
23007,4858,4567,291,6,2006.7,0.44,4000,8026.8,25333,18183,71.8,11274,44.5,0-1
24045,6000,3418,2582,43,1503,0.44,3100,4659.3,14492,8749,60.4,13,0.09,0-1
10009,2895,2564,331,11.4,1153.8,0.45,3500,4038.3,10149,7241,71.3,149,1.47,0-1
11013,2727,544.2,2182.8,80,245.59,0.45,3195.36,784.75,23324,18184,78,24,0.1,0-1
15002,2000,375,1625,81.3,168.75,0.45,3500,590.62,136558,3532,2.6,1762,1.29,0-1
20316,450,450,0,0,202.5,0.45,4990,1010.48,753,753,100,15,1.99,0-1
24017,7993,4008,3985,49.9,1803.6,0.45,2900,5230.44,25985,25985,100,34,0.13,0-1
24052,6287,2319,3968,63.1,1043.55,0.45,2950,3078.47,10174,6700,65.9,11,0.11,0-1
31005,142,142,0,0,63.9,0.45,3500,223.65,2053,2053,100,764,37.21,0-1
11033,6596.4,1316.4,5280,80,625.54,0.48,3200.02,2001.74,115656,56397,48.8,2163,1.87,0-1
11045,2472,306.2,2165.8,87.6,148.51,0.48,3199.9,475.22,11560,11560,100,13,0.11,0-1
13009,1710,342,1368,80,164.67,0.48,2400.04,395.22,17374,14441,83.1,199,1.15,0-1
20124,1210,800,410,33.9,380.5,0.48,4990,1898.7,17094,5135,30,13509,79.03,0-1
31103,270,270,0,0,128.25,0.48,3200,410.4,3236,7,0.2,1581,48.86,0-1
10006,3061,1588,1473,48.1,782,0.49,4000,3128,10629,10629,100,5,0.05,0-1
11032,5101.4,2399,2702.4,53,1168.75,0.49,3200,3740,72411,45682,63.1,122,0.17,0-1
20122,215,215,0,0,105.35,0.49,4980,524.64,677,677,100,227,33.53,0-1
20418,1065,650,415,39,318.5,0.49,4990,1589.32,11888,2892,24.3,585,4.92,0-1
22013,533,284.6,248.4,46.6,140.42,0.49,2884.6,405.06,18441,18441,100,50,0.27,0-1
24002,3079.5,1015,2064.5,67,497.25,0.49,2800,1392.3,8186,8186,100,158,1.93,0-1
24010,8780,7720,1060,12.1,3750,0.49,2888.27,10831.01,31323,18256,58.3,172,0.55,0-1
5035,41,4,37,90.2,2,0.5,5000,10,639629,22989,3.6,1306,0.2,0-1
10001,11605,11332,273,2.4,5666,0.5,2800,15864.8,31401,19906,63.4,75,0.24,0-1
10005,17682.87,17482.87,200,1.1,8741.44,0.5,3500,30595.04,582267,60250,10.3,2801,0.48,0-1
10018,6301,5545,756,12,2773,0.5,3500,9705.5,11320,5442,48.1,75,0.66,0-1
10025,6200,5554,646,10.4,2777,0.5,3500,9719.5,3433,3433,100,40,1.17,0-1
10039,8970,8717,253,2.8,4358.5,0.5,2800,12203.8,26092,15216,58.3,44,0.17,0-1
20008,350,350,0,0,175,0.5,4990,873.25,842,842,100,56,6.65,0-1
20052,1400,1400,0,0,700,0.5,4990,3493,6182,2353,38.1,280,4.53,0-1
20079,450,170,280,62.2,85,0.5,4995,424.58,82371,5775,7,4153,5.04,0-1
20204,400,400,0,0,200,0.5,4990,998,715,715,100,25,3.5,0-1
23001,10,10,0,0,5,0.5,3500,17.5,79535,2299,2.9,8623,10.84,0-1
23003,40,40,0,0,20,0.5,3400,68,16203,908,5.6,1756,10.84,0-1
23005,85,85,0,0,42.5,0.5,3500,148.75,661176,2265,0.3,61190,9.25,0-1
23008,5,5,0,0,2.5,0.5,3400,8.5,159310,3408,2.1,18124,11.38,0-1
23009,3305,3305,0,0,1652.5,0.5,3500,5783.75,28263,10030,35.5,9216,32.61,0-1
24023,7950.5,2752,5198.5,65.4,1381.2,0.5,2850,3936.42,15707,9779,62.3,880,5.6,0-1
31001,300,300,0,0,150,0.5,3500,525,6356,6356,100,3725,58.61,0-1
31007,105,105,0,0,52.5,0.5,3500,183.75,6811,24,0.4,1612,23.67,0-1
31023,309,309,0,0,154.5,0.5,3500,540.75,4530,19,0.4,1310,28.92,0-1
31040,1760,1760,0,0,880,0.5,3500,3080,25980,6152,23.7,9118,35.1,0-1
31041,15,15,0,0,7.5,0.5,3500,26.25,78709,1469,1.9,13527,17.19,0-1
31050,228,228,0,0,114,0.5,3531.5,402.59,830732,26067,3.1,74709,8.99,0-1
31059,8,8,0,0,4,0.5,3500,14,53958,3043,5.6,2952,5.47,0-1
31071,320,320,0,0,160,0.5,3500,560,1689,1689,100,908,53.76,0-1
31074,135,135,0,0,67.5,0.5,3200,216,3609,116,3.2,1985,55,0-1
31078,142,142,0,0,71,0.5,3000,213,3683,578,15.7,1299,35.27,0-1
31101,300,300,0,0,150,0.5,3500,525,50993,11382,22.3,10833,21.24,0-1
32041,2085,285,1800,86.3,141,0.5,2550,359.55,2710,2710,100,1,0.04,0-1
20043,4568,3370,1198,26.2,1718.7,0.51,4995,8584.91,93038,6628,7.1,53226,57.21,0-1
25003,4875,3023,1852,38,1540.8,0.51,2300,3543.84,29999,26274,87.6,75,0.25,0-1
32040,8000,8000,0,0,4080,0.51,3000,12240,21533,16496,76.6,15,0.07,0-1
24019,2948,987.5,1960.5,66.5,513.27,0.52,2800,1437.16,5774,5774,100,40,0.69,0-1
31035,465,465,0,0,244.12,0.52,3000,732.36,5697,1011,17.7,2372,41.64,0-1
31086,190,190,0,0,99.75,0.52,3400,339.15,2226,2226,100,1383,62.13,0-1
8012,4870,4827,43,0.9,2582.45,0.54,2999.99,7747.34,8795,8795,100,3990,45.37,0-1
11003,13400,4020,9380,70,2150.7,0.54,2800,6021.96,160383,85092,53.1,621,0.39,0-1
11005,5284,2087,3197,60.5,1119.23,0.54,2699.98,3021.89,85319,33185,38.9,150,0.18,0-1
11022,6800,3550,3250,47.8,1899.25,0.54,2900,5507.82,22683,16184,71.3,19,0.08,0-1
13017,2725,1110.4,1614.6,59.3,594.06,0.54,3900.03,2316.85,12271,12271,100,36,0.29,0-1
13059,3140,2291,849,27,1225.69,0.54,3899.98,4780.17,35067,29223,83.3,2313,6.6,0-1
21036,3505,3335,170,4.9,1784.23,0.54,3499.99,6244.79,14205,14205,100,12079,85.03,0-1
21037,1600,1600,0,0,856,0.54,3000,2568,2339,2339,100,128,5.47,0-1
21038,402,402,0,0,215.07,0.54,2900,623.7,8709,1570,18,36,0.41,0-1
21070,2820,2820,0,0,1508.7,0.54,3000,4526.1,6643,6643,100,4337,65.29,0-1
21092,2010,2010,0,0,1075.35,0.54,3000,3226.05,5223,5223,100,144,2.76,0-1
21097,190,190,0,0,101.65,0.54,2900,294.78,2216,2216,100,121,5.46,0-1
21124,46,46,0,0,24.61,0.54,3560,87.61,14454,2305,15.9,6943,48.04,0-1
21147,3060,3060,0,0,1637.1,0.54,3000,4911.3,5944,1839,30.9,700,11.78,0-1
21161,1841,1841,0,0,984.94,0.54,2799.99,2757.82,19002,7399,38.9,1838,9.67,0-1
21193,3050,3050,0,0,1631.75,0.54,3800,6200.65,6242,6242,100,30,0.48,0-1
22018,408.4,163.6,244.8,59.9,88.1,0.54,2800,246.68,26372,17137,65,5752,21.81,0-1
24005,3130,954,2176,69.5,516,0.54,2850,1470.6,18937,3468,18.3,162,0.86,0-1
20320,275,230,45,16.4,126.5,0.55,3640,460.46,723,723,100,498,68.88,0-1
20445,830,619,211,25.4,342.49,0.55,3520.03,1205.57,1642,1642,100,1331,81.06,0-1
24008,5001,2655,2346,46.9,1460.25,0.55,3000,4380.75,21394,6590,30.8,52,0.24,0-1
31077,160,160,0,0,88,0.55,3500,308,2606,44,1.7,1344,51.57,0-1
31088,145,145,0,0,79.75,0.55,3400,271.15,1977,1977,100,1098,55.54,0-1
32013,1280,922,358,28,507.1,0.55,2800,1419.88,5894,2007,34.1,50,0.85,0-1
32017,580,377,203,35,207.35,0.55,2600,539.11,159991,13896,8.7,597,0.37,0-1
32032,320,192,128,40,105.6,0.55,2600,274.56,11493,1462,12.7,34,0.3,0-1
22007,1670,198,1472,88.1,112.5,0.57,2823.33,317.62,38123,14501,38,200,0.52,0-1
32007,2822,122,2700,95.7,70,0.57,2400,168,12803,5593,43.7,9,0.07,0-1
20106,80,11,69,86.3,6.32,0.58,4301.75,27.19,297,297,100,1,0.34,0-1
20332,210,65,145,69,37.7,0.58,4350,164,406,406,100,6,1.48,0-1
20421,476,160,316,66.4,92.8,0.58,4995,463.54,4442,804,18.1,60,1.35,0-1
22005,4746,1752.1,2993.9,63.1,1012.9,0.58,2800,2836.12,58171,40011,68.8,100,0.17,0-1
24021,5220,1740,3480,66.7,1014,0.58,3363.02,3410.1,53442,50801,95.1,77,0.14,0-1
24035,1860,730,1130,60.8,423,0.58,3323.4,1405.8,267839,10017,3.7,1069,0.4,0-1
31042,590,590,0,0,342.5,0.58,3000,1027.5,5502,2011,36.6,2124,38.6,0-1
32014,12012,7800,4212,35.1,4499,0.58,2822.4,12697.98,21974,16321,74.3,11,0.05,0-1
32050,700,350,350,50,203,0.58,2600,527.8,9353,6178,66.1,11,0.12,0-1
13055,1750,200,1550,88.6,117.7,0.59,2300,270.71,16014,16014,100,7436,46.43,0-1
20053,75,43,32,42.7,25.37,0.59,4980,126.34,1221,1221,100,273,22.36,0-1
20129,170,25,145,85.3,14.82,0.59,4351.1,64.48,334,334,100,7,2.1,0-1
31044,624.4,624.4,0,0,370.64,0.59,5000,1853.2,6571,264,4,2132,32.45,0-1
1008,3344,3006,338,10.1,1797.33,0.6,2650,4762.92,8443,3516,41.6,35,0.41,0-1
5029,11,11,0,0,6.6,0.6,3450,22.77,2314,2314,100,0,0,0-1
15016,3250,450,2800,86.2,270,0.6,3500,945,25559,10630,41.6,116,0.45,0-1
15100,130,20,110,84.6,12,0.6,3500,42,35199,2094,5.9,765,2.17,0-1
20018,240,128,112,46.7,76.57,0.6,4349.98,333.08,834,834,100,2,0.24,0-1
20074,280,280,0,0,168,0.6,4990,838.32,505,505,100,401,79.41,0-1
20093,505,75,430,85.1,45.31,0.6,4350.48,197.12,505,505,100,0,0,0-1
20282,520,520,0,0,312,0.6,4983,1554.7,794,794,100,23,2.9,0-1
20361,330,330,0,0,198,0.6,4990,988.02,922,922,100,812,88.07,0-1
20410,1200,1200,0,0,720,0.6,4990,3592.8,3461,3461,100,988,28.55,0-1
20428,800,800,0,0,480,0.6,4983,2391.84,1770,1770,100,1423,80.4,0-1
20484,1126,1126,0,0,680,0.6,3596.4,2445.55,4207,4207,100,261,6.2,0-1
24031,1330,390,940,70.7,234,0.6,2900,678.6,11835,11835,100,6268,52.96,0-1
28011,57,9,48,84.2,5.4,0.6,3500,18.9,8786,8786,100,23,0.26,0-1
31011,5,5,0,0,3,0.6,5000,15,6831,21,0.3,443,6.49,0-1
31013,7,7,0,0,4.2,0.6,3200,13.44,9143,1970,21.5,1462,15.99,0-1
31062,1500,1500,0,0,900,0.6,2991,2691.9,4589,868,18.9,2558,55.74,0-1
31063,210,210,0,0,126,0.6,5000,630,5008,2182,43.6,1925,38.44,0-1
31087,176.16,176.16,0,0,105.7,0.6,5000,528.5,4725,786,16.6,1749,37.02,0-1
31100,14.84,14.84,0,0,8.9,0.6,5000,44.5,3469,868,25,807,23.26,0-1
31105,50,50,0,0,30,0.6,3500,105,2868,43,1.5,307,10.7,0-1
32005,580,406,174,30,243.6,0.6,2600,633.36,39917,2686,6.7,90,0.23,0-1
32051,8756.3,3502.3,5254,60,2101.38,0.6,2500,5253.45,34328,17085,49.8,116,0.34,0-1
32057,280,140,140,50,84,0.6,2600,218.4,16934,2913,17.2,23,0.14,0-1
20064,1820,1820,0,0,1110.2,0.61,4985,5534.35,7390,7390,100,1447,19.58,0-1
24022,6234,1440,4794,76.9,873,0.61,3263.92,2849.4,19327,14535,75.2,25,0.13,0-1
31061,39,39,0,0,23.8,0.61,4000,95.2,3438,3438,100,399,11.61,0-1
32027,757,57,700,92.5,35,0.61,2450,85.75,2662,2662,100,0,0,0-1
31018,1110,1110,0,0,685.9,0.62,3003,2059.76,3035,3035,100,2053,67.64,0-1
31038,126.04,126.04,0,0,77.61,0.62,5000,388.05,30731,2557,8.3,6849,22.29,0-1
31046,1290,1290,0,0,801.5,0.62,3030,2428.54,2888,12,0.4,1984,68.7,0-1
32056,350,77,273,78,47.74,0.62,2600,124.12,138176,9165,6.6,520,0.38,0-1
10020,1950,1394.4,555.6,28.5,878.47,0.63,3000,2635.41,11927,7377,61.9,22,0.18,0-1
10004,3966,1970.3,1995.7,50.3,1260.81,0.64,2417.26,3047.7,33664,20818,61.8,42,0.12,0-1
11030,25600,7600,18000,70.3,4879.2,0.64,3000,14637.6,106952,66290,62,102,0.1,0-1
13003,2050,550,1500,73.2,353.1,0.64,2500,882.75,54299,16380,30.2,1996,3.68,0-1
13031,2172,2132,40,1.8,1368.74,0.64,4500.01,6159.35,12804,8389,65.5,68,0.53,0-1
13040,1611,1611,0,0,1034.26,0.64,4500.01,4654.18,10452,10452,100,34,0.33,0-1
13047,607,597,10,1.6,383.27,0.64,3500.04,1341.46,5049,5049,100,104,2.06,0-1
14053,20496,6148.8,14347.2,70,3947.53,0.64,2100,8289.81,153817,48292,31.4,210,0.14,0-1
21018,1950,1950,0,0,1251.9,0.64,3000,3755.7,3734,3734,100,44,1.18,0-1
21095,210,210,0,0,134.82,0.64,3000,404.46,484,484,100,2,0.41,0-1
21129,350,350,0,0,224.7,0.64,3600,808.92,12699,4683,36.9,10092,79.47,0-1
21144,550,550,0,0,353.1,0.64,2800,988.68,13541,1393,10.3,43,0.32,0-1
21151,592,592,0,0,380.06,0.64,2900.03,1102.19,8016,49,0.6,61,0.76,0-1
21206,2350,2350,0,0,1508.7,0.64,3000,4526.1,4224,4224,100,29,0.69,0-1
21217,2095,2095,0,0,1344.99,0.64,3500,4707.46,20529,11400,55.5,17562,85.55,0-1
31020,25,25,0,0,15.95,0.64,3200,51.04,4113,33,0.8,471,11.45,0-1
31065,30,30,0,0,19.2,0.64,4000,76.8,1839,1839,100,143,7.78,0-1
11004,7888,3132,4756,60.3,2026.15,0.65,2700,5470.61,64433,28932,44.9,124,0.19,0-1
15061,530,183,347,65.5,118.95,0.65,3500,416.32,8895,1454,16.3,29,0.33,0-1
18009,6773,6773,0,0,4402.45,0.65,3000,13207.35,34300,31662,92.3,25179,73.41,0-1
20125,4200,4137,63,1.5,2689.05,0.65,4985,13404.91,11813,11813,100,5063,42.86,0-1
20147,250,100,150,60,65,0.65,4300,279.5,378,378,100,1,0.26,0-1
20155,250,250,0,0,162.5,0.65,4510,732.88,940,940,100,9,0.96,0-1
20305,280,130,150,53.6,84.4,0.65,4985,420.73,3944,3,0.1,1804,45.74,0-1
20372,868,738,130,15,481.62,0.65,3469.99,1671.22,1886,1886,100,1470,77.94,0-1
20420,812,812,0,0,527.8,0.65,4520,2385.66,1680,1680,100,1407,83.75,0-1
20448,445,445,0,0,289.25,0.65,4550,1316.09,2009,2009,100,423,21.06,0-1
31002,480,480,0,0,312,0.65,3000,936,15337,4369,28.5,4904,31.97,0-1
31083,5,5,0,0,3.25,0.65,3500,11.38,1726,1726,100,182,10.54,0-1
20480,685,480,205,29.9,314.81,0.66,3459.98,1089.24,967,967,100,819,84.69,0-1
24001,1880,767,1113,59.2,508.05,0.66,3319.77,1686.61,18644,14152,75.9,13,0.07,0-1
24056,2503,595,1908,76.2,392.5,0.66,3334.71,1308.87,15528,7953,51.2,90,0.58,0-1
28043,249.05,45,204.05,81.9,29.7,0.66,3500,103.95,22864,13271,58,27,0.12,0-1
31012,924,924,0,0,607.26,0.66,4000,2429.04,3701,429,11.6,1260,34.04,0-1
31085,3355,3355,0,0,2200,0.66,4500,9900,14801,5277,35.7,11030,74.52,0-1
32022,3920,3920,0,0,2578.2,0.66,2800,7218.96,20543,5112,24.9,50,0.24,0-1
15092,1100,350,750,68.2,234.5,0.67,3500,820.75,53010,8092,15.3,755,1.42,0-1
20516,750,750,0,0,502.5,0.67,4590,2306.48,4571,4571,100,27,0.59,0-1
20566,2520,2520,0,0,1688.4,0.67,4500,7597.8,3034,3034,100,2,0.07,0-1
5024,2715,2715,0,0,1846.2,0.68,3000,5538.6,45401,11584,25.5,58,0.13,0-1
13027,4720,4720,0,0,3232.26,0.68,4000,12929.02,23563,20742,88,12224,51.88,0-1
20158,950,950,0,0,646,0.68,4590,2965.14,2231,2231,100,38,1.7,0-1
20341,60,11,49,81.7,7.46,0.68,4248.61,31.69,232,232,100,0,0,0-1
20373,95,95,0,0,65,0.68,3582,232.83,448,448,100,2,0.45,0-1
